TCP speed;;;;;;Joint Angles;;;;;;TCP position;;;;;;Release;
x;y;z;rx;ry;rz;q0;q1;q2;q3;q4;q5;x;y;z;rx;ry;rz;
-1.78436e-05;-3.55308e-05;-1.65598e-05;-3.47686e-05;0.000117324;0.000154553;-1.15186;-1.57516;-2.2688;-1.83245;1.56992;1.56997;-0.0469499;-0.165394;0.0279578;-1.22618;-1.8906;-0.640772;
-1.78445e-05;-3.55298e-05;-1.65604e-05;-3.47662e-05;0.000117322;0.000154557;-1.15186;-1.57517;-2.2688;-1.83248;1.56994;1.56997;-0.0469466;-0.165386;0.0279603;-1.22618;-1.89056;-0.640814;
-1.18817e-05;-3.28662e-05;-1.65681e-05;-2.92141e-05;0.000104837;0.000134863;-1.15187;-1.57517;-2.2688;-1.83245;1.56994;1.56996;-0.0469463;-0.16539;0.0279562;-1.22619;-1.89059;-0.640815;
-1.18805e-05;-3.28665e-05;-1.65679e-05;-2.9218e-05;0.000104838;0.00013486;-1.15184;-1.57515;-2.2688;-1.83245;1.56996;1.56996;-0.0469368;-0.165392;0.0279594;-1.22618;-1.89062;-0.640796;
-1.39966e-05;-3.2266e-05;-1.65676e-05;-2.92134e-05;0.000104836;0.000122082;-1.15187;-1.57517;-2.26882;-1.83245;1.56994;1.56996;-0.0469511;-0.165379;0.0279531;-1.22618;-1.89057;-0.640827;
0.142553;-0.319946;-0.00106514;-0.851662;-0.379446;-6.01409e-05;-1.15201;-1.57521;-2.26797;-1.83126;1.56974;1.57002;-0.0467418;-0.166028;0.0278561;-1.22731;-1.89213;-0.639647;
0.204146;-0.462308;-0.0298226;-1.26488;-0.563392;-0.0120937;-1.15217;-1.57569;-2.26387;-1.82741;1.56974;1.57036;-0.045603;-0.168639;0.0276846;-1.23177;-1.89795;-0.635797;
0.46492;-1.03845;0.0100491;-2.81416;-1.25437;0.0123313;-1.15195;-1.57618;-2.24544;-1.80559;1.56976;1.56996;-0.0397965;-0.181574;0.026646;-1.25241;-1.93097;-0.615598;
0.542131;-1.22463;0.0445228;-3.27379;-1.44472;0.0312112;-1.15187;-1.5761;-2.23163;-1.79355;1.56958;1.5701;-0.035887;-0.190437;0.0268939;-1.26615;-1.95214;-0.601791;
0.507807;-1.11348;0.047997;-3.00628;-1.36581;-0.0224624;-1.15169;-1.57588;-2.21596;-1.77899;1.57009;1.57019;-0.0311397;-0.200674;0.0273226;-1.28249;-1.97698;-0.586074;
0.688282;-1.56164;0.211542;-4.12972;-1.8186;0.0317941;-1.15172;-1.5752;-2.1826;-1.74679;1.56921;1.57044;-0.0213938;-0.223121;0.0290999;-1.31719;-2.03058;-0.548976;
0.829276;-1.82387;0.220255;-4.88863;-2.22428;-0.0662478;-1.15181;-1.57552;-2.16241;-1.72776;1.56961;1.5703;-0.0153128;-0.236541;0.0307518;-1.3378;-2.06201;-0.527692;
