TCP speed;;;;;;Joint Angles;;;;;;TCP position;;;;;;Release;
x;y;z;rx;ry;rz;q0;q1;q2;q3;q4;q5;x;y;z;rx;ry;rz;
-1.16655e-05;-3.0743e-05;-1.05164e-05;-2.6791e-05;1.38927e-05;0.000156289;-1.30893;-1.52678;-2.26882;-1.83249;1.56994;1.57003;-0.0715001;-0.158722;0.0344052;-1.41295;-1.8436;-0.695406;
-1.16644e-05;-3.07441e-05;-1.05159e-05;-2.67909e-05;1.38967e-05;0.000156288;-1.30893;-1.52677;-2.26878;-1.8325;1.56992;1.57;-0.0715025;-0.158738;0.0344143;-1.41292;-1.84366;-0.695378;
-1.16658e-05;-3.07419e-05;-1.05171e-05;-2.67922e-05;1.38895e-05;0.000156289;-1.30892;-1.52678;-2.26882;-1.83251;1.56998;1.57;-0.0714903;-0.158714;0.034409;-1.41291;-1.84362;-0.695468;
-1.16665e-05;-3.07421e-05;-1.05171e-05;-2.67906e-05;1.38879e-05;0.00015629;-1.30894;-1.52678;-2.26881;-1.83255;1.56997;1.57;-0.0714979;-0.158711;0.0344166;-1.41292;-1.84358;-0.695482;
-1.16663e-05;-3.07421e-05;-1.05169e-05;-2.67911e-05;1.38888e-05;0.00015629;-1.30893;-1.52678;-2.26883;-1.83251;1.56997;1.57;-0.0714967;-0.158709;0.0344072;-1.41291;-1.8436;-0.695469;
0.0912109;-0.339889;0.00799098;-0.921842;-0.247446;-6.9802e-06;-1.30908;-1.52678;-2.26815;-1.83141;1.56975;1.57002;-0.0714243;-0.159287;0.034338;-1.41401;-1.84488;-0.694266;
0.12557;-0.482287;-0.00944313;-1.33128;-0.357065;-0.0263594;-1.30931;-1.52727;-2.2644;-1.82766;1.56974;1.57039;-0.0707692;-0.161861;0.0342636;-1.41868;-1.84983;-0.690049;
0.290885;-1.08543;0.0571113;-2.9561;-0.798483;0.00678704;-1.3093;-1.52779;-2.24683;-1.8062;1.56968;1.56992;-0.0672393;-0.175079;0.0338037;-1.4409;-1.87973;-0.667198;
0.340083;-1.28653;0.103449;-3.45805;-0.915399;0.0247354;-1.30929;-1.52766;-2.23344;-1.7942;1.5695;1.57014;-0.0648381;-0.184214;0.0344413;-1.45591;-1.89903;-0.651371;
0.414328;-1.52666;0.147986;-4.14202;-1.12469;-0.00638727;-1.30926;-1.52748;-2.21737;-1.77852;1.5698;1.57026;-0.0617227;-0.195499;0.0353098;-1.47482;-1.92319;-0.631868;
0.482617;-1.78559;0.223814;-4.81148;-1.29993;-0.00451976;-1.30924;-1.5274;-2.19879;-1.75932;1.56996;1.56988;-0.0580843;-0.208883;0.0365594;-1.49654;-1.95215;-0.60832;
0.525161;-1.98249;0.334236;-5.29194;-1.40383;0.0124879;-1.30928;-1.5275;-2.17755;-1.73849;1.56936;1.57006;-0.0542048;-0.224004;0.0386246;-1.52061;-1.98352;-0.580559;
0.599265;-2.19635;0.447357;-5.88445;-1.6098;-0.0262682;-1.30934;-1.52754;-2.15407;-1.71564;1.56949;1.57003;-0.0497087;-0.240681;0.0415976;-1.5473;-2.01807;-0.550138;
0.643203;-2.39246;0.583684;-6.41674;-1.7305;-0.0108922;-1.30926;-1.52755;-2.12853;-1.68978;1.56963;1.56994;-0.0447068;-0.259119;0.0455356;-1.57647;-2.05627;-0.515433;
0.617274;-2.2951;0.676361;-6.13999;-1.64796;0.00846101;-1.3091;-1.52764;-2.10117;-1.66283;1.56968;1.56992;-0.0394026;-0.278679;0.0507372;-1.60688;-2.0962;-0.477579;
0.644233;-2.38387;0.834847;-6.4407;-1.72967;0.0173511;-1.30893;-1.52719;-2.07406;-1.63552;1.56981;1.56982;-0.0340825;-0.298183;0.0569536;-1.6373;-2.13634;-0.438259;
0.613996;-2.2786;0.91715;-6.21884;-1.6714;0.00784664;-1.30894;-1.5266;-2.04794;-1.61051;1.56966;1.56978;-0.0292002;-0.31654;0.0639728;-1.66579;-2.17357;-0.399841;release send;
0.599832;-2.25281;1.01425;-6.21;-1.66085;-0.00378554;-1.30901;-1.52613;-2.02234;-1.58578;1.56972;1.56995;-0.0244025;-0.334431;0.0716662;-1.69387;-2.20955;-0.361291;ack recived;
