TCP speed;;;;;;Joint Angles;;;;;;TCP position;;;;;;Release;
x;y;z;rx;ry;rz;q0;q1;q2;q3;q4;q5;x;y;z;rx;ry;rz;
-1.1711e-05;-2.09801e-05;-1.44343e-05;-5.28561e-06;1.99429e-05;0.000156292;-1.15191;-1.5267;-2.26882;-1.83255;1.56999;1.56994;-0.0457924;-0.167935;0.0344259;-1.25196;-1.93032;-0.616196;
-1.17103e-05;-2.09812e-05;-1.44341e-05;-5.28305e-06;1.9944e-05;0.000156292;-1.15193;-1.52672;-2.2688;-1.83255;1.56994;1.56998;-0.0458042;-0.167949;0.0344265;-1.25199;-1.93028;-0.616134;
-1.38574e-05;-2.03958e-05;-1.44339e-05;-5.28228e-06;1.99417e-05;0.000143509;-1.15192;-1.52672;-2.26881;-1.83256;1.56994;1.56995;-0.0458057;-0.167942;0.0344265;-1.25194;-1.93029;-0.616159;
-1.38569e-05;-2.03949e-05;-1.44347e-05;-5.28693e-06;1.99479e-05;0.000143508;-1.15192;-1.52671;-2.26878;-1.83253;1.56998;1.56995;-0.0457882;-0.167957;0.034426;-1.252;-1.93034;-0.616159;
0.143123;-0.321168;0.00816122;-0.870618;-0.38805;-1.96371e-05;-1.15204;-1.52673;-2.26819;-1.83165;1.56976;1.56998;-0.0456596;-0.16843;0.0343767;-1.25279;-1.93146;-0.615229;
0.2009;-0.454993;-0.00781907;-1.25607;-0.559637;-0.0119404;-1.15221;-1.52719;-2.26444;-1.8282;1.56976;1.57038;-0.0446257;-0.170806;0.0343538;-1.25691;-1.93661;-0.611619;
0.21304;-0.481053;-0.00611717;-1.28535;-0.572912;-0.00862406;-1.15208;-1.52775;-2.25753;-1.82066;1.56991;1.57003;-0.0424838;-0.175472;0.0342048;-1.26393;-1.94827;-0.604647;
0.379285;-0.851727;0.0514373;-2.3284;-1.03302;0.0535303;-1.15183;-1.52758;-2.24936;-1.81057;1.56969;1.56984;-0.0398795;-0.181367;0.0340531;-1.27314;-1.96361;-0.594694;
0.415262;-0.936982;0.0792124;-2.51643;-1.11232;0.0329578;-1.15179;-1.5273;-2.23935;-1.80305;1.5695;1.57012;-0.0371929;-0.187505;0.0347103;-1.28269;-1.97797;-0.584858;
0.532758;-1.16731;0.0643992;-3.21885;-1.46945;-0.030474;-1.15184;-1.52732;-2.22682;-1.7916;1.56992;1.57033;-0.0334801;-0.195569;0.0353332;-1.29585;-1.99723;-0.572342;
0.637091;-1.43278;0.144767;-3.88604;-1.73246;-0.00440388;-1.15178;-1.52746;-2.21155;-1.77389;1.57006;1.56985;-0.0286112;-0.206364;0.0358309;-1.31273;-2.02427;-0.554729;
0.730783;-1.65595;0.239883;-4.42414;-1.94926;0.0305823;-1.15168;-1.52772;-2.19332;-1.75593;1.56946;1.56994;-0.0232937;-0.218643;0.0372186;-1.33123;-2.05331;-0.533949;
0.850506;-1.8598;0.327546;-4.9914;-2.2821;-0.0390935;-1.15174;-1.5277;-2.17262;-1.7358;1.5694;1.57007;-0.0171345;-0.232519;0.0393816;-1.35275;-2.08603;-0.510556;
1.01496;-2.26527;0.605795;-6.07439;-2.71702;0.00527076;-1.15161;-1.52752;-2.12398;-1.6864;1.56976;1.56997;-0.00218742;-0.265711;0.0464351;-1.40364;-2.16456;-0.452697;
0.997176;-2.23645;0.839177;-6.0279;-2.67956;0.0157535;-1.15143;-1.52734;-2.06868;-1.6318;1.56967;1.56982;0.0145022;-0.303055;0.0583228;-1.45952;-2.25143;-0.383402;
0.997176;-2.23645;0.839177;-6.0279;-2.67956;0.0157535;-1.15143;-1.52734;-2.06868;-1.6318;1.56967;1.56982;0.0145022;-0.303055;0.0583228;-1.45952;-2.25143;-0.383402;
0.944815;-2.11527;1.03937;-5.84789;-2.62784;-0.0181313;-1.15143;-1.52615;-2.01676;-1.58145;1.56967;1.5698;0.0298834;-0.337511;0.073444;-1.5116;-2.33161;-0.314442;release send;
0.93032;-2.08549;1.10807;-5.77973;-2.58534;-0.0060269;-1.15156;-1.52595;-1.99148;-1.55623;1.56982;1.56985;0.0373375;-0.354215;0.0819383;-1.53709;-2.37029;-0.279425;
0.932165;-2.08756;1.23398;-5.85898;-2.62106;-0.00340389;-1.15151;-1.52634;-1.96413;-1.53031;1.56976;1.56983;0.0451521;-0.371727;0.0918461;-1.56304;-2.41043;-0.241541;ack recived;
0.921464;-2.06352;1.339;-5.86708;-2.62347;-0.00174666;-1.15148;-1.52676;-1.93809;-1.5041;1.56949;1.56984;0.0526053;-0.38858;0.102136;-1.58819;-2.44928;-0.20308;ack recived;
0.898101;-2.01599;1.43031;-5.83345;-2.60085;-0.000280745;-1.15149;-1.52701;-1.91247;-1.47842;1.5696;1.56977;0.0598797;-0.404819;0.113152;-1.61281;-2.48729;-0.164637;ack recived;
0.881308;-1.97525;1.54363;-5.86197;-2.61854;-0.00126866;-1.15149;-1.52701;-1.88689;-1.45278;1.56975;1.56976;0.0670172;-0.420709;0.12507;-1.63733;-2.52499;-0.12504;ack recived;
0.860519;-1.92349;1.64932;-5.8609;-2.62643;-0.0020131;-1.15142;-1.52702;-1.86117;-1.42714;1.56978;1.56977;0.0740196;-0.436309;0.13786;-1.6615;-2.56235;-0.0840553;ack recived;
0.838617;-1.87649;1.74791;-5.86412;-2.62429;-0.00130696;-1.15145;-1.52701;-1.8354;-1.40099;1.56975;1.56976;0.0808531;-0.451674;0.151527;-1.68574;-2.59957;-0.0413965;ack recived;
0.812105;-1.81671;1.8461;-5.84664;-2.61372;0.000810318;-1.15148;-1.52698;-1.80955;-1.3758;1.56967;1.56979;0.0873885;-0.466401;0.165953;-1.70929;-2.63563;0.00180678;ack recived;
0.784875;-1.75662;1.93407;-5.85228;-2.61472;0.000882706;-1.15154;-1.52691;-1.78401;-1.35009;1.56974;1.56978;0.0937525;-0.480684;0.181067;1.68601;2.5995;-0.0449853;ack recived;
0.722074;-1.62404;2.1149;-5.85276;-2.61212;-0.00450873;-1.15156;-1.52685;-1.73287;-1.29852;1.56975;1.56978;0.105841;-0.507799;0.213521;1.63792;2.52511;-0.12812;ack recived;
