TCP speed;;;;;;Joint Angles;;;;;;TCP position;;;;;;Release;
x;y;z;rx;ry;rz;q0;q1;q2;q3;q4;q5;x;y;z;rx;ry;rz;
-2.04723e-05;-3.77922e-05;-4.8761e-06;-6.38316e-05;3.95894e-06;7.96057e-05;-1.30893;-1.52672;-2.26881;-1.83251;1.56994;1.56994;-0.0714992;-0.158725;0.0344189;-1.4129;-1.84372;-0.695425;
-2.04728e-05;-3.77918e-05;-4.8773e-06;-6.38306e-05;3.95612e-06;7.96065e-05;-1.30894;-1.52676;-2.26881;-1.83251;1.56994;1.56996;-0.0715016;-0.158722;0.0344141;-1.41291;-1.84366;-0.69544;
-2.04735e-05;-3.77923e-05;-4.87577e-06;-6.38283e-05;3.96084e-06;7.9606e-05;-1.30897;-1.52674;-2.26881;-1.8325;1.56988;1.56998;-0.0715203;-0.158728;0.0344139;-1.41293;-1.84365;-0.695366;
-2.04732e-05;-3.77922e-05;-4.87626e-06;-6.38319e-05;3.96096e-06;7.96055e-05;-1.30894;-1.52674;-2.26877;-1.83251;1.56994;1.56995;-0.071497;-0.158739;0.0344212;-1.41293;-1.84371;-0.695418;
0.0906805;-0.337908;0.00982715;-0.912651;-0.245012;-8.1872e-05;-1.30905;-1.52676;-2.26805;-1.83135;1.56975;1.57004;-0.0714025;-0.159349;0.0343466;-1.4141;-1.84502;-0.694131;
0.126173;-0.481183;-0.00902286;-1.32428;-0.355256;-0.0202128;-1.30926;-1.5273;-2.26415;-1.82749;1.56974;1.57033;-0.07072;-0.162019;0.0342735;-1.41881;-1.85021;-0.689822;
0.210025;-0.78896;-0.0291959;-2.21783;-0.594983;-0.0110643;-1.3093;-1.52782;-2.25662;-1.81833;1.56987;1.57026;-0.0691833;-0.167629;0.0339855;-1.4284;-1.86263;-0.680412;
0.292681;-1.08443;0.0586211;-2.94811;-0.799637;0.0173183;-1.30918;-1.52781;-2.24619;-1.80566;1.56975;1.5699;-0.0670844;-0.175511;0.033831;-1.44148;-1.8807;-0.666523;
0.342525;-1.28634;0.104232;-3.44581;-0.917134;0.0231615;-1.30913;-1.52773;-2.2327;-1.79358;1.56967;1.57004;-0.0646332;-0.184705;0.0344758;-1.45653;-1.90018;-0.650723;
0.418941;-1.52959;0.148237;-4.15087;-1.13664;-0.014703;-1.30916;-1.52749;-2.21647;-1.77772;1.56997;1.57022;-0.0614928;-0.196108;0.0353737;-1.47576;-1.92456;-0.630957;
