TCP speed;;;;;;Joint Angles;;;;;;TCP position;;;;;;Release;
x;y;z;rx;ry;rz;q0;q1;q2;q3;q4;q5;x;y;z;rx;ry;rz;
-2.07326e-06;-2.69366e-05;-1.65849e-05;1.40272e-05;7.97288e-06;0.000137396;-1.15191;-1.57522;-2.26881;-1.83249;1.57004;1.57;-0.0469353;-0.165362;0.0279544;-1.22627;-1.89045;-0.640961;
-2.07208e-06;-2.69376e-05;-1.65838e-05;1.40274e-05;7.97378e-06;0.000137396;-1.15186;-1.57518;-2.26882;-1.83251;1.57003;1.57004;-0.0469342;-0.165357;0.0279616;-1.22625;-1.89044;-0.640897;
-2.07341e-06;-2.69381e-05;-1.65833e-05;1.40292e-05;7.97268e-06;0.000137396;-1.15191;-1.57518;-2.26883;-1.83251;1.57;1.57001;-0.0469503;-0.165352;0.0279601;-1.22625;-1.89044;-0.640923;
-2.07163e-06;-2.69381e-05;-1.65845e-05;1.40285e-05;7.97409e-06;0.000137396;-1.15187;-1.57521;-2.2688;-1.83251;1.57;1.57;-0.0469379;-0.165369;0.0279615;-1.22621;-1.89047;-0.640905;
3.88958e-06;-2.42747e-05;-1.65912e-05;1.95803e-05;-4.51351e-06;0.000117703;-1.1519;-1.57522;-2.26884;-1.83249;1.57;1.57003;-0.0469495;-0.165351;0.0279497;-1.22625;-1.89041;-0.640917;
0.142627;-0.320051;-0.00293962;-0.855693;-0.381387;-6.5553e-05;-1.15199;-1.57526;-2.26801;-1.83129;1.56988;1.57009;-0.0467158;-0.165986;0.0278511;-1.22739;-1.89198;-0.639808;
0.387744;-0.858053;0.0123566;-2.33052;-1.03847;0.0343747;-1.15179;-1.57602;-2.24827;-1.80947;1.56963;1.56994;-0.0407398;-0.179489;0.0268727;-1.24866;-1.92571;-0.618775;
0.387744;-0.858053;0.0123566;-2.33052;-1.03847;0.0343747;-1.15179;-1.57602;-2.24827;-1.80947;1.56963;1.56994;-0.0407398;-0.179489;0.0268727;-1.24866;-1.92571;-0.618775;
0.542308;-1.18892;0.00566498;-3.27452;-1.48944;-0.0345291;-1.15179;-1.57581;-2.22511;-1.78975;1.57004;1.57038;-0.0340752;-0.194163;0.0274051;-1.27222;-1.9606;-0.596508;
0.645698;-1.44497;0.0773292;-3.89793;-1.74485;-0.0144246;-1.15179;-1.57598;-2.20951;-1.77159;1.5701;1.56998;-0.029123;-0.205228;0.0273533;-1.28968;-1.98827;-0.578863;
0.735095;-1.66934;0.16079;-4.4281;-1.9536;0.0260752;-1.15174;-1.5762;-2.19089;-1.7535;1.56933;1.57004;-0.0237412;-0.217789;0.0282003;-1.30848;-2.0179;-0.558141;
0.856055;-1.8729;0.238333;-4.98959;-2.28413;-0.0487606;-1.15172;-1.57623;-2.16996;-1.73296;1.56951;1.57014;-0.017378;-0.231925;0.029677;-1.33044;-2.05134;-0.535219;
0.938676;-2.09826;0.355973;-5.58078;-2.50089;-0.00676837;-1.15171;-1.57604;-2.14654;-1.70898;1.56979;1.57009;-0.010099;-0.248056;0.0319173;-1.35542;-2.08966;-0.508386;
1.02927;-2.30205;0.501966;-6.10876;-2.72441;0.00997235;-1.1516;-1.57598;-2.12075;-1.68289;1.56976;1.57013;-0.00214612;-0.26584;0.0352214;-1.38233;-2.13124;-0.477818;
1.01019;-2.26041;0.615008;-5.98445;-2.67057;0.00463716;-1.15154;-1.57598;-2.09302;-1.65607;1.56964;1.57009;0.00623929;-0.284679;0.0398276;-1.41032;-2.17463;-0.444702;
0.995059;-2.22313;0.84648;-5.9636;-2.66451;0.00426604;-1.15137;-1.57515;-2.03897;-1.60234;1.56984;1.57003;0.0228469;-0.321648;0.0517954;-1.46563;-2.26014;-0.376189;released;
0.966135;-2.16794;0.94577;-5.87891;-2.63434;-0.0182534;-1.1515;-1.57459;-2.01344;-1.57808;1.56987;1.57001;0.0304253;-0.338706;0.0588971;-1.49119;-2.29919;-0.343001;
0.956144;-2.14337;1.02562;-5.8295;-2.60542;-0.0059934;-1.15154;-1.57447;-1.98802;-1.55273;1.56985;1.57003;0.0380575;-0.355858;0.0666279;-1.51674;-2.33836;-0.308404;
0.95782;-2.14603;1.13611;-5.87922;-2.62778;-0.00439809;-1.15153;-1.57486;-1.96206;-1.52642;1.56968;1.57002;0.0458017;-0.373318;0.0752116;-1.54239;-2.37796;-0.271961;
0.946636;-2.12314;1.2443;-5.88136;-2.62478;-0.00246254;-1.15151;-1.57528;-1.9359;-1.50013;1.56968;1.56998;0.0535297;-0.39063;0.0847379;-1.56793;-2.41737;-0.234578;
0.925373;-2.07508;1.33793;-5.83827;-2.6058;-0.0021187;-1.15148;-1.57545;-1.91023;-1.47482;1.56984;1.57;0.0609979;-0.407231;0.0950197;-1.59273;-2.45551;-0.197219;
0.907456;-2.03621;1.44992;-5.86098;-2.6132;-0.00110055;-1.15142;-1.57541;-1.88465;-1.44917;1.56978;1.56997;0.0683201;-0.42362;0.106188;-1.61731;-2.49357;-0.158221;
0.890932;-1.99066;1.55817;-5.86088;-2.62697;-0.00304045;-1.15139;-1.57541;-1.85887;-1.42339;1.5698;1.56998;0.075557;-0.439797;0.118267;-1.64189;-2.53141;-0.117998;
0.870804;-1.94721;1.66071;-5.87121;-2.62917;-0.00234954;-1.15145;-1.57546;-1.83316;-1.39708;1.56992;1.56998;0.0826683;-0.455718;0.131157;-1.6665;-2.56908;-0.076458;
0.842129;-1.88934;1.75638;-5.84116;-2.60545;-0.00153426;-1.15144;-1.57545;-1.8073;-1.37194;1.56964;1.56998;0.0894264;-0.471035;0.144875;-1.69014;-2.60549;-0.034014;
0.816812;-1.83469;1.84698;-5.85104;-2.6058;-0.0012078;-1.15153;-1.57538;-1.78174;-1.34625;1.56978;1.56995;0.0960618;-0.485918;0.159308;1.70578;2.62936;-0.0092761;
0.761615;-1.70792;2.03419;-5.85041;-2.61748;-0.00379528;-1.15149;-1.57533;-1.73066;-1.29485;1.56969;1.56994;0.108709;-0.514283;0.190403;1.65824;2.55603;-0.0942401;
0.761615;-1.70792;2.03419;-5.85041;-2.61748;-0.00379528;-1.15149;-1.57533;-1.73066;-1.29485;1.56969;1.56994;0.108709;-0.514283;0.190403;1.65824;2.55603;-0.0942401;
0.695832;-1.5599;2.20176;-5.812;-2.59401;-0.000809336;-1.15148;-1.57539;-1.67959;-1.24378;1.56993;1.56998;0.120451;-0.540429;0.224286;1.60971;2.48102;-0.173902;
0.662559;-1.4855;2.27973;-5.81715;-2.59605;-0.00078978;-1.15151;-1.57535;-1.6542;-1.21833;1.56979;1.56996;0.125818;-0.552605;0.242186;1.58522;2.44311;-0.212345;
0.626538;-1.40827;2.36509;-5.82213;-2.59785;-0.00309934;-1.15157;-1.57535;-1.62871;-1.19282;1.56961;1.56996;0.130903;-0.564211;0.260768;1.5605;2.4047;-0.249875;
0.590449;-1.32755;2.43747;-5.83314;-2.60259;-0.00308033;-1.1516;-1.57536;-1.6032;-1.1671;1.56981;1.56994;0.135837;-0.575174;0.28001;1.53519;2.36571;-0.286078;
0.551101;-1.23941;2.50861;-5.82414;-2.59873;-0.00310001;-1.15157;-1.57533;-1.5778;-1.14134;1.56982;1.56995;0.140438;-0.585449;0.299811;1.50973;2.32643;-0.321483;
