0.480608;-1.07947;0.660929;-2.97453;-1.32434;-6.67822e-10;-1.15192;-1.9198;-1.78109;-1.10078;1.57;1.57;
0.474827;-1.06649;0.685527;-2.96595;-1.32051;-6.65895e-10;-1.15192;-1.9198;-1.77061;-1.08507;1.57;1.57;
0.468862;-1.05309;0.70973;-2.9576;-1.3168;-6.6402e-10;-1.15192;-1.9198;-1.76017;-1.0694;1.57;1.57;
0.462716;-1.03928;0.733534;-2.94948;-1.31318;-6.62197e-10;-1.15192;-1.9198;-1.74976;-1.05378;1.57;1.57;
0.456392;-1.02508;0.756936;-2.94159;-1.30967;-6.60426e-10;-1.15192;-1.9198;-1.73937;-1.03821;1.57;1.57;
0.449896;-1.01049;0.77993;-2.93392;-1.30626;-6.58704e-10;-1.15192;-1.9198;-1.72902;-1.02267;1.57;1.57;
0.443232;-0.995522;0.802513;-2.92647;-1.30294;-6.57032e-10;-1.15192;-1.9198;-1.71869;-1.00718;1.57;1.57;
0.436402;-0.980183;0.824681;-2.91923;-1.29972;-6.55407e-10;-1.15192;-1.9198;-1.70839;-0.991735;1.57;1.57;
0.429412;-0.964483;0.84643;-2.91221;-1.29659;-6.5383e-10;-1.15192;-1.9198;-1.69812;-0.976326;1.57;1.57;
0.429412;-0.964483;0.84643;-2.91221;-1.29659;-6.5383e-10;-1.15192;-1.9198;-1.69812;-0.976326;1.57;1.57;
0.422266;-0.948431;0.867757;-2.90539;-1.29355;-6.52298e-10;-1.15192;-1.9198;-1.68787;-0.960954;1.57;1.57;
0.414966;-0.932036;0.888658;-2.89877;-1.2906;-6.50812e-10;-1.15192;-1.9198;-1.67765;-0.945621;1.57;1.57;
0.414966;-0.932036;0.888658;-2.89877;-1.2906;-6.50812e-10;-1.15192;-1.9198;-1.67765;-0.945621;1.57;1.57;
0.399924;-0.89825;0.929168;-2.88612;-1.28497;-6.47973e-10;-1.15192;-1.9198;-1.65727;-0.915062;1.57;1.57;
0.392189;-0.880877;0.948771;-2.88009;-1.28229;-6.46618e-10;-1.15192;-1.9198;-1.64712;-0.899834;1.57;1.57;
0.384316;-0.863194;0.967936;-2.87424;-1.27968;-6.45305e-10;-1.15192;-1.9198;-1.63699;-0.884639;1.57;1.57;
0.363385;-0.816182;0.951204;-2.76785;-1.23232;-6.21419e-10;-1.15192;-1.9198;-1.6273;-0.870096;1.57;1.57;
0.319552;-0.71773;0.899173;-2.52424;-1.12385;-5.66725e-10;-1.15192;-1.9198;-1.60919;-0.84293;1.57;1.57;
0.298715;-0.67093;0.869428;-2.40243;-1.06962;-5.39378e-10;-1.15192;-1.9198;-1.60077;-0.830307;1.57;1.57;
0.278593;-0.625734;0.83743;-2.28062;-1.01539;-5.1203e-10;-1.15192;-1.9198;-1.59278;-0.818324;1.57;1.57;
0.259173;-0.582117;0.803346;-2.15882;-0.96116;-4.84683e-10;-1.15192;-1.9198;-1.58522;-0.806981;1.57;1.57;
0.240442;-0.540046;0.767335;-2.03701;-0.906929;-4.57336e-10;-1.15192;-1.9198;-1.57809;-0.796278;1.57;1.57;
0.222378;-0.499474;0.729553;-1.9152;-0.852698;-4.29989e-10;-1.15192;-1.9198;-1.57138;-0.786215;1.57;1.57;
0.20496;-0.46035;0.690146;-1.7934;-0.798466;-4.02642e-10;-1.15192;-1.9198;-1.56509;-0.776792;1.57;1.57;
0.188158;-0.422612;0.649254;-1.67159;-0.744235;-3.75295e-10;-1.15192;-1.9198;-1.55924;-0.768009;1.57;1.57;
0.171943;-0.386193;0.607011;-1.54979;-0.690004;-3.47948e-10;-1.15192;-1.9198;-1.55381;-0.759866;1.57;1.57;
0.156282;-0.351017;0.563545;-1.42798;-0.635773;-3.20601e-10;-1.15192;-1.9198;-1.54881;-0.752364;1.57;1.57;
0.141138;-0.317004;0.518978;-1.30617;-0.581542;-2.93253e-10;-1.15192;-1.9198;-1.54423;-0.7455;1.57;1.57;
0.126474;-0.284067;0.473427;-1.18437;-0.52731;-2.65906e-10;-1.15192;-1.9198;-1.54008;-0.739277;1.57;1.57;
0.112249;-0.252117;0.427002;-1.06256;-0.473079;-2.38559e-10;-1.15192;-1.9198;-1.53636;-0.733694;1.57;1.57;
0.0984204;-0.221058;0.37981;-0.940755;-0.418848;-2.11212e-10;-1.15192;-1.9198;-1.53307;-0.728751;1.57;1.57;
0.0849453;-0.190792;0.331953;-0.818949;-0.364617;-1.83865e-10;-1.15192;-1.9198;-1.5302;-0.724449;1.57;1.57;
0.0717782;-0.161218;0.283529;-0.697143;-0.310386;-1.56518e-10;-1.15192;-1.9198;-1.52776;-0.720785;1.57;1.57;
0.0588727;-0.132231;0.234632;-0.575337;-0.256154;-1.29171e-10;-1.15192;-1.9198;-1.52574;-0.717763;1.57;1.57;
0.0461815;-0.103726;0.185354;-0.45353;-0.201923;-1.01824e-10;-1.15192;-1.9198;-1.52415;-0.71538;1.57;1.57;
0.0336566;-0.0755946;0.135784;-0.331724;-0.147692;-7.44765e-11;-1.15192;-1.9198;-1.52299;-0.713637;1.57;1.57;
0.0212494;-0.0477273;0.0860097;-0.209918;-0.0934607;-4.71294e-11;-1.15192;-1.9198;-1.52226;-0.712534;1.57;1.57;
0.00891068;-0.0200139;0.0361169;-0.0881117;-0.0392295;-1.97822e-11;-1.15192;-1.9198;-1.52195;-0.712071;1.57;1.57;
0;0;0;0;0;0;-1.15192;-1.9198;-1.52195;-0.712071;1.57;1.57;
