0;0;0;0;0;0;-1.15192;-1.9198;-2.2689;-1.8325;1.57;1.57;
0;0;0;0;0;0;-1.15192;-1.9198;-2.2689;-1.8325;1.57;1.57;
0;0;0;0;0;0;-1.15192;-1.9198;-2.2689;-1.8325;1.57;1.57;
0;0;0;0;0;0;-1.15192;-1.9198;-2.2689;-1.8325;1.57;1.57;
0.0606558;-0.136236;-0.0797859;-0.456773;-0.203367;-1.02552e-10;-1.15192;-1.9198;-2.26805;-1.83122;1.57;1.57;
0.121825;-0.273626;-0.15824;-0.913547;-0.406734;-2.05103e-10;-1.15192;-1.9198;-2.2656;-1.82755;1.57;1.57;
0.247661;-0.55626;-0.305768;-1.82709;-0.813468;-4.10207e-10;-1.15192;-1.9198;-2.2559;-1.813;1.57;1.57;
0.313249;-0.703574;-0.371991;-2.28387;-1.01684;-5.12759e-10;-1.15192;-1.9198;-2.24865;-1.80212;1.57;1.57;
0.381172;-0.856133;-0.431129;-2.74064;-1.2202;-6.1531e-10;-1.15192;-1.9198;-2.2398;-1.78885;1.57;1.57;
0.451785;-1.01473;-0.481494;-3.19741;-1.42357;-7.17862e-10;-1.15192;-1.9198;-2.22935;-1.77318;1.57;1.57;
0.512627;-1.15139;-0.508603;-3.5655;-1.58745;-8.00501e-10;-1.15192;-1.9198;-2.2173;-1.7551;1.57;1.57;
0.512627;-1.15139;-0.508603;-3.5655;-1.58745;-8.00501e-10;-1.15192;-1.9198;-2.2173;-1.7551;1.57;1.57;
0.518525;-1.16463;-0.473324;-3.54162;-1.57682;-7.9514e-10;-1.15192;-1.9198;-2.204;-1.73515;1.57;1.57;
0.523447;-1.17569;-0.438145;-3.51588;-1.56536;-7.89363e-10;-1.15192;-1.9198;-2.191;-1.71564;1.57;1.57;
0.527902;-1.1857;-0.403411;-3.49134;-1.55443;-7.83852e-10;-1.15192;-1.9198;-2.17823;-1.6965;1.57;1.57;
0.531958;-1.19481;-0.368871;-3.46783;-1.54397;-7.78574e-10;-1.15192;-1.9198;-2.1656;-1.67755;1.57;1.57;
0.535614;-1.20302;-0.334453;-3.44512;-1.53385;-7.73475e-10;-1.15192;-1.9198;-2.15308;-1.65877;1.57;1.57;
0.538862;-1.21031;-0.300221;-3.42312;-1.52406;-7.68537e-10;-1.15192;-1.9198;-2.14067;-1.64016;1.57;1.57;
0.541707;-1.2167;-0.266261;-3.40185;-1.51459;-7.63761e-10;-1.15192;-1.9198;-2.12841;-1.62177;1.57;1.57;
0.544199;-1.2223;-0.232423;-3.38131;-1.50545;-7.5915e-10;-1.15192;-1.9198;-2.11622;-1.60349;1.57;1.57;
0.546317;-1.22706;-0.19878;-3.36137;-1.49657;-7.54672e-10;-1.15192;-1.9198;-2.10414;-1.58535;1.57;1.57;
0.548078;-1.23101;-0.165337;-3.34204;-1.48796;-7.50333e-10;-1.15192;-1.9198;-2.09214;-1.56736;1.57;1.57;
0.549492;-1.23419;-0.1321;-3.32329;-1.47961;-7.46124e-10;-1.15192;-1.9198;-2.08023;-1.54949;1.57;1.57;
0.550567;-1.2366;-0.0990755;-3.30511;-1.47152;-7.4204e-10;-1.15192;-1.9198;-2.0684;-1.53175;1.57;1.57;
0.551311;-1.23827;-0.0662693;-3.28745;-1.46366;-7.38076e-10;-1.15192;-1.9198;-2.05665;-1.51412;1.57;1.57;
0.551731;-1.23922;-0.0336894;-3.27031;-1.45602;-7.34227e-10;-1.15192;-1.9198;-2.04497;-1.4966;1.57;1.57;
0.551835;-1.23945;-0.00134304;-3.25365;-1.44861;-7.30488e-10;-1.15192;-1.9198;-2.03336;-1.47919;1.57;1.57;
0.55163;-1.23899;0.0307612;-3.23747;-1.4414;-7.26855e-10;-1.15192;-1.9198;-2.02182;-1.46188;1.57;1.57;
0.551121;-1.23785;0.0626159;-3.22174;-1.4344;-7.23324e-10;-1.15192;-1.9198;-2.01034;-1.44467;1.57;1.57;
0.550316;-1.23604;0.0942116;-3.20645;-1.42759;-7.19892e-10;-1.15192;-1.9198;-1.99893;-1.42755;1.57;1.57;
0.549221;-1.23358;0.125542;-3.19159;-1.42098;-7.16554e-10;-1.15192;-1.9198;-1.98758;-1.41052;1.57;1.57;
0.546184;-1.22676;0.187375;-3.16307;-1.40828;-7.10152e-10;-1.15192;-1.9198;-1.96505;-1.37672;1.57;1.57;
0.546184;-1.22676;0.187375;-3.16307;-1.40828;-7.10152e-10;-1.15192;-1.9198;-1.96505;-1.37672;1.57;1.57;
0.544254;-1.22242;0.217863;-3.1494;-1.40219;-7.07082e-10;-1.15192;-1.9198;-1.95386;-1.35994;1.57;1.57;
0.542058;-1.21749;0.248053;-3.13609;-1.39627;-7.04094e-10;-1.15192;-1.9198;-1.94273;-1.34325;1.57;1.57;
0.5396;-1.21197;0.277941;-3.12315;-1.3905;-7.01188e-10;-1.15192;-1.9198;-1.93165;-1.32663;1.57;1.57;
0.536886;-1.20588;0.307518;-3.11055;-1.3849;-6.9836e-10;-1.15192;-1.9198;-1.92062;-1.31008;1.57;1.57;
0.533922;-1.19922;0.336778;-3.09829;-1.37944;-6.95608e-10;-1.15192;-1.9198;-1.90964;-1.2936;1.57;1.57;
0.530712;-1.19201;0.365714;-3.08636;-1.37413;-6.9293e-10;-1.15192;-1.9198;-1.8987;-1.2772;1.57;1.57;
0.527262;-1.18426;0.394321;-3.07476;-1.36896;-6.90324e-10;-1.15192;-1.9198;-1.88781;-1.26086;1.57;1.57;
0.523577;-1.17598;0.422591;-3.06346;-1.36393;-6.87788e-10;-1.15192;-1.9198;-1.87696;-1.24459;1.57;1.57;
0.519662;-1.16719;0.450518;-3.05247;-1.35903;-6.85319e-10;-1.15192;-1.9198;-1.86615;-1.22838;1.57;1.57;
0.515521;-1.15789;0.478096;-3.04177;-1.35427;-6.82917e-10;-1.15192;-1.9198;-1.85539;-1.21223;1.57;1.57;
0.511159;-1.14809;0.505321;-3.03135;-1.34964;-6.8058e-10;-1.15192;-1.9198;-1.84466;-1.19614;1.57;1.57;
0.506581;-1.13781;0.532186;-3.02122;-1.34512;-6.78305e-10;-1.15192;-1.9198;-1.83398;-1.18012;1.57;1.57;
0.501791;-1.12705;0.558685;-3.01136;-1.34074;-6.76092e-10;-1.15192;-1.9198;-1.82333;-1.16414;1.57;1.57;
0.496795;-1.11583;0.584814;-3.00177;-1.33647;-6.73938e-10;-1.15192;-1.9198;-1.81272;-1.14822;1.57;1.57;
0.496795;-1.11583;0.584814;-3.00177;-1.33647;-6.73938e-10;-1.15192;-1.9198;-1.81272;-1.14822;1.57;1.57;
0.486199;-1.09203;0.635941;-2.98336;-1.32827;-6.69805e-10;-1.15192;-1.9198;-1.7916;-1.11655;1.57;1.57;
