TCP speed;;;;;;Joint Angles;;;;;;TCP position;;;;;;Release;
x;y;z;rx;ry;rz;q0;q1;q2;q3;q4;q5;x;y;z;rx;ry;rz;
5.49734e-06;-4.06029e-05;-7.52843e-07;-0.000111521;-5.57455e-05;0.000150219;-1.15189;-1.65797;-2.26882;-1.83251;1.56996;1.56995;-0.0492295;-0.160301;0.0172772;-1.18185;-1.82207;-0.681562;
2.91778e-06;-3.48115e-05;-1.891e-06;-9.9847e-05;-5.05396e-05;0.000150222;-1.1519;-1.65795;-2.2688;-1.83253;1.56997;1.56996;-0.0492238;-0.160309;0.0172846;-1.1819;-1.82209;-0.681557;
2.53787e-06;-3.39682e-05;-3.50611e-06;-8.81678e-05;-4.5343e-05;0.000150201;-1.15191;-1.65797;-2.26883;-1.83251;1.56997;1.56995;-0.0492326;-0.160293;0.0172762;-1.18188;-1.82205;-0.681593;
4.90158e-07;-3.33385e-05;-3.50369e-06;-8.81722e-05;-4.53359e-05;0.000137418;-1.15191;-1.65795;-2.2688;-1.83248;1.56999;1.56994;-0.0492155;-0.160315;0.0172756;-1.18193;-1.82213;-0.681578;
0.143767;-0.322726;-0.0333865;-0.877227;-0.39083;-6.88745e-05;-1.15198;-1.65804;-2.26797;-1.83147;1.5698;1.57;-0.0490211;-0.160902;0.0171481;-1.18287;-1.82352;-0.680565;
0.206611;-0.468373;-0.0721988;-1.2901;-0.574454;-0.0137579;-1.15221;-1.65843;-2.26394;-1.82776;1.5698;1.57032;-0.0479249;-0.163436;0.01677;-1.18733;-1.82928;-0.676984;
0.331839;-0.747382;-0.132689;-2.09574;-0.933327;-0.0070686;-1.15216;-1.65899;-2.25622;-1.81891;1.56979;1.57024;-0.0455773;-0.1687;0.0157977;-1.19582;-1.84261;-0.669264;
0.463423;-1.03829;-0.0859916;-2.82864;-1.26806;0.0184066;-1.15207;-1.65903;-2.24549;-1.8064;1.56967;1.56986;-0.0422727;-0.176167;0.0146311;-1.20779;-1.8621;-0.657961;
0.394624;-0.891603;-0.0602712;-2.38323;-1.05747;0.0237457;-1.1518;-1.65886;-2.23244;-1.79545;1.56974;1.56986;-0.0385305;-0.184421;0.0141835;-1.22052;-1.88215;-0.645911;
0.583791;-1.28623;-0.0458702;-3.49405;-1.56984;0.0226884;-1.15167;-1.65819;-2.21941;-1.78208;1.5699;1.56986;-0.0345223;-0.193256;0.013596;-1.23496;-1.90448;-0.632374;
