TCP speed;;;;;;Joint Angles;;;;;;TCP position;;;;;;Release;
x;y;z;rx;ry;rz;q0;q1;q2;q3;q4;q5;x;y;z;rx;ry;rz;
-2.07113e-05;-1.1101e-05;-1.46731e-05;-1.38338e-06;2.05861e-05;0.000130749;-1.34387;-1.52674;-2.26882;-1.83255;1.56998;1.56992;-0.0769945;-0.156113;0.0344196;-1.44817;-1.82287;-0.712901;
-2.07113e-05;-1.1101e-05;-1.46731e-05;-1.38338e-06;2.05861e-05;0.000130749;-1.34387;-1.52674;-2.26882;-1.83255;1.56998;1.56992;-0.0769945;-0.156113;0.0344196;-1.44817;-1.82287;-0.712901;
-1.43496e-05;-9.62559e-06;-1.46804e-05;1.89583e-06;6.36006e-06;0.000111741;-1.34387;-1.52671;-2.26883;-1.83256;1.56996;1.56996;-0.0770023;-0.156108;0.0344245;-1.44819;-1.82285;-0.712852;
-1.43499e-05;-9.62499e-06;-1.46806e-05;1.89557e-06;6.35891e-06;0.000111741;-1.34388;-1.52672;-2.26883;-1.83256;1.56997;1.56997;-0.0770011;-0.156106;0.0344229;-1.44821;-1.82282;-0.712871;
0.0794616;-0.343574;0.00716216;-0.933627;-0.215999;-5.24364e-05;-1.34399;-1.52676;-2.26801;-1.8314;1.56974;1.56997;-0.0769261;-0.156769;0.0343616;-1.44935;-1.82426;-0.711515;
0.0794616;-0.343574;0.00716216;-0.933627;-0.215999;-5.24364e-05;-1.34399;-1.52676;-2.26801;-1.8314;1.56974;1.56997;-0.0769261;-0.156769;0.0343616;-1.44935;-1.82426;-0.711515;
0.183871;-0.799964;-0.0271109;-2.23829;-0.51746;-0.00724043;-1.34418;-1.52769;-2.25648;-1.81883;1.56984;1.57025;-0.0750073;-0.165071;0.0341043;-1.46376;-1.84139;-0.697477;
0.255698;-1.10066;0.0594951;-2.99571;-0.700274;0.0225688;-1.3441;-1.52776;-2.24595;-1.8063;1.56966;1.56988;-0.0732052;-0.173028;0.0339721;-1.47705;-1.8591;-0.683252;
0.255698;-1.10066;0.0594951;-2.99571;-0.700274;0.0225688;-1.3441;-1.52776;-2.24595;-1.8063;1.56966;1.56988;-0.0732052;-0.173028;0.0339721;-1.47705;-1.8591;-0.683252;
0.387621;-1.63739;0.207029;-4.43079;-1.03475;0.0181758;-1.34381;-1.52688;-2.20096;-1.76242;1.57002;1.56978;-0.0656633;-0.204976;0.0365962;-1.53027;-1.92641;-0.626409;
