TCP speed;;;;;;Joint Angles;;;;;;TCP position;;;;;;Release;
x;y;z;rx;ry;rz;q0;q1;q2;q3;q4;q5;x;y;z;rx;ry;rz;
-2.7657e-06;-2.41765e-05;4.79891e-06;-0.000120676;-3.51954e-05;0.000136008;-1.15189;-1.39624;-2.26881;-1.8325;1.57;1.56997;-0.0432959;-0.173455;0.0523994;-1.32077;-2.03662;-0.545941;
-2.76565e-06;-2.41756e-05;4.79997e-06;-0.000120681;-3.51903e-05;0.000136007;-1.1519;-1.39623;-2.26881;-1.83245;1.57005;1.56998;-0.0432808;-0.173461;0.052395;-1.32086;-2.03665;-0.545959;
-2.76603e-06;-2.41747e-05;4.80016e-06;-0.000120682;-3.51886e-05;0.000136007;-1.1519;-1.39619;-2.2688;-1.83248;1.57006;1.56995;-0.0432776;-0.17346;0.0524057;-1.32084;-2.0367;-0.545975;
-2.76589e-06;-2.41772e-05;4.7995e-06;-0.000120678;-3.51902e-05;0.000136008;-1.15192;-1.39626;-2.26882;-1.83245;1.57;1.56998;-0.0432997;-0.173459;0.0523874;-1.32083;-2.0366;-0.545945;
0.139605;-0.31304;0.0563256;-0.853662;-0.380764;6.09804e-05;-1.15201;-1.39629;-2.26807;-1.83128;1.56984;1.57001;-0.0430917;-0.174066;0.0523992;-1.32185;-2.03808;-0.544728;
0.198912;-0.449669;0.055687;-1.25098;-0.557814;-0.00989368;-1.15216;-1.39666;-2.26412;-1.8274;1.56991;1.57034;-0.0419632;-0.176604;0.0527176;-1.32629;-2.04375;-0.540562;
0.331402;-0.739956;0.0740037;-2.08678;-0.93214;0.00984255;-1.15207;-1.3971;-2.25671;-1.81821;1.56991;1.57026;-0.0395967;-0.181877;0.0531766;-1.33458;-2.05691;-0.531466;
0.445739;-1.00101;0.203569;-2.77781;-1.24054;0.0257587;-1.15191;-1.39708;-2.24634;-1.80561;1.56969;1.56986;-0.036345;-0.189252;0.0540783;-1.34593;-2.07581;-0.518257;
0.531259;-1.19553;0.278223;-3.27137;-1.45033;0.0236321;-1.15189;-1.39694;-2.23295;-1.79351;1.56957;1.57003;-0.032577;-0.197768;0.0559405;-1.35937;-2.09627;-0.503253;
0.638109;-1.41015;0.350425;-3.9029;-1.76707;-0.00996944;-1.15185;-1.39679;-2.21676;-1.77775;1.56998;1.57026;-0.0277562;-0.208285;0.0583556;-1.37647;-2.12179;-0.484791;
0.740942;-1.65384;0.468501;-4.56833;-2.0469;-0.00184669;-1.1518;-1.39668;-2.19797;-1.75812;1.56994;1.56985;-0.0221322;-0.22089;0.0614414;-1.39592;-2.15283;-0.461857;
0.665769;-1.50356;0.481299;-4.12194;-1.82555;0.0155845;-1.15169;-1.39676;-2.17723;-1.73888;1.56955;1.56983;-0.016274;-0.234227;0.0655367;-1.41611;-2.18452;-0.436977;
0.831834;-1.8631;0.694241;-5.20914;-2.31578;0.0272132;-1.15168;-1.39626;-2.15689;-1.71745;1.56978;1.56976;-0.0101106;-0.247875;0.0700137;-1.43778;-2.21792;-0.410829;
0.942332;-2.10369;0.916606;-5.91834;-2.65721;-0.0118567;-1.15169;-1.39623;-2.10991;-1.67276;1.56999;1.57019;0.00338995;-0.277982;0.0824263;-1.48487;-2.28918;-0.35146;
0.96568;-2.15473;1.10028;-6.05995;-2.71266;0.00439199;-1.15167;-1.3964;-2.08298;-1.64314;1.56984;1.56958;0.0114544;-0.296137;0.0906294;-1.51237;-2.33319;-0.313335;
