TCP speed;;;;;;Joint Angles;;;;;;TCP position;;;;;;Release;
x;y;z;rx;ry;rz;q0;q1;q2;q3;q4;q5;x;y;z;rx;ry;rz;
-2.66059e-05;-1.92266e-05;-1.46645e-05;-1.46355e-05;3.1938e-05;0.000124189;-1.04726;-1.52669;-2.26881;-1.83256;1.56994;1.56994;-0.0280098;-0.17181;0.0344314;-1.14274;-1.98185;-0.56235;
-2.66049e-05;-1.92284e-05;-1.46629e-05;-1.46347e-05;3.19436e-05;0.000124188;-1.04726;-1.52666;-2.26882;-1.83254;1.56987;1.56996;-0.0280262;-0.171821;0.0344289;-1.14274;-1.98187;-0.562245;
-2.66058e-05;-1.9227e-05;-1.46638e-05;-1.46378e-05;3.19452e-05;0.000124187;-1.04728;-1.52666;-2.26882;-1.83251;1.56992;1.56994;-0.028014;-0.171819;0.0344251;-1.14277;-1.9819;-0.562303;
-2.66062e-05;-1.92262e-05;-1.46643e-05;-1.46322e-05;3.19363e-05;0.00012419;-1.04729;-1.52672;-2.2688;-1.83256;1.56992;1.56991;-0.0280177;-0.171816;0.0344284;-1.14272;-1.98183;-0.562361;
-2.66057e-05;-1.9227e-05;-1.46639e-05;-1.4633e-05;3.1936e-05;0.00012419;-1.04726;-1.52669;-2.26882;-1.83257;1.56992;1.5699;-0.0280199;-0.171805;0.0344314;-1.14268;-1.98185;-0.562355;
0.176676;-0.305834;0.00987172;-0.826197;-0.477381;-3.88174e-05;-1.04737;-1.5267;-2.26796;-1.83163;1.56976;1.56992;-0.027754;-0.17238;0.0344127;-1.1436;-1.98333;-0.561391;
0.176676;-0.305834;0.00987172;-0.826197;-0.477381;-3.88174e-05;-1.04737;-1.5267;-2.26796;-1.83163;1.56976;1.56992;-0.027754;-0.17238;0.0344127;-1.1436;-1.98333;-0.561391;
0.414899;-0.721095;-0.0262241;-2.01651;-1.16486;-0.0098909;-1.04753;-1.52775;-2.25616;-1.81963;1.56982;1.57027;-0.0235025;-0.17975;0.0342703;-1.15529;-2.00231;-0.550603;
0.570171;-0.983443;0.0634565;-2.67562;-1.5459;0.0110432;-1.04744;-1.52774;-2.2455;-1.8071;1.56968;1.56995;-0.0194146;-0.18688;0.0341688;-1.16617;-2.02223;-0.53945;
0.665231;-1.15498;0.103213;-3.09176;-1.7776;0.0163411;-1.04741;-1.52763;-2.23176;-1.79515;1.56964;1.57012;-0.0146176;-0.195191;0.034879;-1.17888;-2.04395;-0.526763;
0.801424;-1.3726;0.151253;-3.72907;-2.17296;-0.0115604;-1.04742;-1.52749;-2.21542;-1.7798;1.57004;1.57034;-0.00865209;-0.205305;0.0358506;-1.19486;-2.07062;-0.511345;
0.928329;-1.60225;0.229872;-4.31484;-2.49931;-0.00444589;-1.04737;-1.52733;-2.19649;-1.76064;1.57011;1.56991;-0.00161169;-0.217434;0.0372061;-1.21301;-2.10311;-0.492298;
1.02307;-1.7827;0.340474;-4.75924;-2.73029;0.0158226;-1.04738;-1.52742;-2.17483;-1.74001;1.56955;1.57014;0.00613139;-0.231147;0.0394117;-1.23337;-2.13828;-0.469777;
0.952203;-1.64646;0.366169;-4.41265;-2.55292;-0.00341388;-1.04734;-1.52746;-2.15188;-1.71832;1.56981;1.57;0.0145591;-0.245568;0.0424004;-1.25482;-2.17562;-0.446487;
1.1873;-2.05845;0.689651;-5.53514;-3.18552;0.0144762;-1.04731;-1.52682;-2.10481;-1.67224;1.56969;1.57037;0.0319213;-0.275669;0.0506193;-1.30004;-2.25305;-0.394513;
1.21279;-2.09023;0.744688;-5.60599;-3.27206;-0.033946;-1.04728;-1.52718;-2.07776;-1.64591;1.57069;1.5703;0.0420975;-0.292718;0.056448;-1.32559;-2.29679;-0.365268;
1.2383;-2.13339;0.90437;-5.77272;-3.33439;0.0182222;-1.04717;-1.52738;-2.04994;-1.61573;1.56994;1.56967;0.0525718;-0.311184;0.0633229;-1.35168;-2.34442;-0.330297;release send;
1.20438;-2.08791;1.04418;-5.72608;-3.26774;0.0446197;-1.04696;-1.527;-2.02309;-1.59018;1.56944;1.56968;0.0621945;-0.327976;0.071255;-1.37594;-2.38725;-0.297357;ack recived;
1.1453;-1.96924;1.09673;-5.49881;-3.22667;-0.0350854;-1.04707;-1.52613;-1.99772;-1.56635;1.57023;1.56984;0.0713585;-0.343464;0.0797631;-1.39988;-2.42752;-0.266841;ack recived;
